symbol,entry_date,exit_date,entry_price,exit_price,shares,stock_return_pct,gross_pnl,leverage_cost,net_pnl,leveraged_return_pct,exit_reason,days_held,signal_type,quality
NET,2020-01-15,2020-01-21,18.850000381469727,18.0,388.56294840048406,-4.5092857520857645,-1321.1146174616524,198.16719261924786,-1519.2818100809002,-18.037143008343058,Stop Loss,6,trend,3
RIOT,2020-01-14,2020-01-22,1.4199999570846558,1.340000033378601,5158.036582347212,-5.633797614353404,-1650.5701322432642,247.58551983648962,-1898.1556520797537,-22.535190457413616,Stop Loss,8,trend,3
DDOG,2020-01-14,2020-01-23,39.27000045776367,42.810001373291016,186.51417469301535,9.014517123152938,2641.0413966884053,396.15620950326075,2244.8851871851443,36.05806849261175,Take Profit,9,trend,1
ZS,2020-01-13,2020-01-24,59.619998931884766,57.79999923706055,135.62115504223445,-3.0526664331268263,-987.321843154299,148.09827647314484,-1135.420119627444,-12.210665732507305,Stop Loss,11,breakout,3
NET,2020-01-21,2020-01-29,18.0,17.59000015258789,390.9922481208617,-2.2777769300672746,-641.2270482754836,96.18405724132255,-737.4111055168062,-9.111107720269098,Stop Loss,8,trend,1
DDOG,2020-01-27,2020-01-30,41.255001068115234,47.040000915527344,161.03538969604003,14.022541989177558,3726.3588192781644,558.9538228917246,3167.40499638644,56.09016795671023,Take Profit,3,trend,1
MDB,2020-01-27,2020-01-30,148.77000427246094,167.42999267578125,44.65628139492012,12.542843226075306,3333.1427718584723,499.97141577877085,2833.1713560797016,50.17137290430122,Take Profit,3,trend,1
AMD,2020-01-14,2020-01-31,48.209999084472656,47.0,151.9272322063402,-2.509850876272614,-735.3272475045452,110.29908712568178,-845.626334630227,-10.039403505090457,Stop Loss,17,trend,1
SMCI,2020-01-16,2020-01-31,2.8610000610351562,2.7960000038146973,2725.4460695099383,-2.271934842145404,-708.616601877684,106.2924902816526,-814.9090921593366,-9.087739368581616,Stop Loss,15,breakout,3
MDB,2020-01-30,2020-01-31,167.42999267578125,163.91000366210938,55.39687154708211,-2.1023646704017573,-779.9855169500844,116.99782754251265,-896.9833444925971,-8.40945868160703,Stop Loss,1,breakout,2
NET,2020-01-30,2020-01-31,18.31999969482422,17.860000610351562,506.2826392955432,-2.5109120749746277,-931.5582022413997,139.73373033620996,-1071.2919325776097,-10.04364829989851,Stop Loss,1,trend,1
RIOT,2020-01-30,2020-01-31,1.4299999475479126,1.350000023841858,6486.0826137047015,-5.59440046436605,-2075.5444569901756,311.33166854852635,-2386.876125538702,-22.3776018574642,Stop Loss,1,trend,1
CRWD,2020-01-27,2020-02-04,58.060001373291016,63.55500030517578,114.42499167715589,9.464345163471863,2515.0608281875793,377.2591242281369,2137.8017039594424,37.85738065388745,Take Profit,8,trend,1
RIOT,2020-01-31,2020-02-04,1.350000023841858,1.3799999952316284,4642.410571856461,2.222220063700145,557.0887373410478,83.56331060115717,473.52542673989063,8.88888025480058,Exit Signal,4,trend,1
TSLA,2020-02-03,2020-02-04,52.0,59.137332916259766,120.52412274403683,13.725640223576471,3440.8831538573854,516.1324730786077,2924.7506807787777,54.902560894305886,Take Profit,1,breakout,3
TSLA,2020-02-04,2020-02-05,59.137332916259766,48.97999954223633,152.7849303116733,-17.175839479278725,-6207.549886810417,931.1324830215625,-7138.6823698319795,-68.7033579171149,Stop Loss,1,breakout,3
CRWD,2020-02-04,2020-02-05,63.55500030517578,61.814998626708984,142.16494760512427,-2.737788797280668,-989.4689898082419,148.42034847123628,-1137.8893382794781,-10.951155189122671,Stop Loss,1,trend,1
RIOT,2020-02-05,2020-02-06,1.4800000190734863,1.4299999475479126,3308.7887643669633,-3.3783831676485327,-661.7586995254516,99.26380492881773,-761.0225044542693,-13.513532670594131,Stop Loss,1,trend,3
NVDA,2020-01-03,2020-02-10,5.875832557678223,6.5453782081604,850.943240965277,11.394906915910179,2278.9813831820356,341.84720747730535,1937.1341757047303,45.579627663640714,Take Profit,38,trend,1
ZS,2020-01-27,2020-02-10,56.040000915527344,60.84000015258789,118.54951936793643,8.565308991154177,2276.1504100799575,341.4225615119936,1934.727848567964,34.26123596461671,Take Profit,14,trend,1
AMD,2020-01-31,2020-02-10,47.0,52.2599983215332,133.34583792957267,11.191485790496177,2805.5955347719632,420.83933021579446,2384.756204556169,44.76594316198471,Take Profit,10,trend,1
RIOT,2020-02-06,2020-02-11,1.4299999475479126,1.6799999475479126,3158.389054412732,17.482518123772426,3158.389054412732,473.75835816190977,2684.6306962508224,69.9300724950897,Take Profit,5,trend,3
MARA,2020-02-10,2020-02-12,1.1100000143051147,1.2599999904632568,6887.21189012449,13.513511191443136,4132.3264772589855,619.8489715888478,3512.477505670138,54.054044765772545,Take Profit,2,trend,3
MSTR,2020-02-04,2020-02-13,15.180999755859375,14.807000160217285,595.1711635422193,-2.463603199109058,-890.3750980104886,133.5562647015733,-1023.9313627120619,-9.854412796436232,Stop Loss,9,trend,1
TSLA,2020-02-05,2020-02-13,48.97999954223633,53.599998474121094,99.97973622172998,9.432419303926,1847.6250982180525,277.14376473270784,1570.4813334853447,37.729677215704,Take Profit,8,trend,3
DDOG,2020-02-10,2020-02-14,47.95000076293945,47.029998779296875,159.43285036335618,-1.9186693826992542,-586.714154368312,88.0071231552468,-674.7212775235589,-7.674677530797017,Stop Loss,4,trend,3
NVDA,2020-02-10,2020-02-14,6.5453782081604,7.2129340171813965,1167.9699863683106,10.198888250471546,3118.7405966493575,467.8110894974036,2650.9295071519537,40.795553001886184,Take Profit,4,breakout,2
NET,2020-02-13,2020-02-14,18.06999969482422,17.75,609.6643369652712,-1.7708893205785503,-780.3696070963858,117.05544106445787,-897.4250481608437,-7.083557282314201,Stop Loss,1,trend,1
SMCI,2020-01-31,2020-02-18,2.7960000038146973,2.753000020980835,2241.5072868881416,-1.5379106858081426,-385.53909943266945,57.83086491490042,-443.36996434756986,-6.15164274323257,Stop Loss,18,trend,1
MDB,2020-01-31,2020-02-19,163.91000366210938,180.08999633789062,38.23594803651816,9.871266130367085,2474.629436729665,371.19441550944975,2103.4350212202153,39.48506452146834,Take Profit,19,trend,1
AMD,2020-02-12,2020-02-19,53.88999938964844,58.900001525878906,199.35720020781216,9.296719600989316,3995.1199956562564,599.2679993484385,3395.851996307818,37.186878403957266,Take Profit,7,trend,3
NVDA,2020-02-14,2020-02-19,7.2129340171813965,7.832949161529541,1602.1255630669407,8.595879885650588,3973.368448995206,596.0052673492809,3377.363181645925,34.38351954260235,Take Profit,5,breakout,3
CRWD,2020-02-11,2020-02-20,65.19000244140625,63.380001068115234,137.8604127644221,-2.776501465723785,-998.1101457042811,149.71652185564216,-1147.8266675599232,-11.10600586289514,Stop Loss,9,momentum,3
DDOG,2020-02-14,2020-02-20,47.029998779296875,45.9900016784668,245.71605940012327,-2.2113483474889994,-1022.1759576140779,153.32639364211167,-1175.5023512561895,-8.845393389955998,Stop Loss,6,trend,1
RIOT,2020-02-18,2020-02-20,1.5,1.4199999570846558,7556.227327645101,-5.333336194356283,-2417.9940419588197,362.6991062938229,-2780.6931482526425,-21.333344777425133,Stop Loss,2,trend,3
NVDA,2020-02-19,2020-02-20,7.832949161529541,7.68360710144043,2013.6305963174027,-1.9065878893046366,-1202.8789660500265,180.43184490750397,-1383.3108109575305,-7.6263515572185465,Stop Loss,1,breakout,3
MARA,2020-02-19,2020-02-20,1.0700000524520874,1.0399999618530273,14740.808708288263,-2.803746647517422,-1768.9023870082456,265.3353580512368,-2034.2377450594824,-11.214986590069689,Stop Loss,1,trend,1
ZS,2020-02-18,2020-02-21,63.86000061035156,54.5099983215332,177.48732983304075,-14.641406513395406,-6638.02776070076,995.7041641051139,-7633.731924805874,-58.565626053581624,Stop Loss,3,breakout,3
SMCI,2020-02-19,2020-02-21,2.75600004196167,2.7739999294281006,5723.028247789117,0.653116371276202,412.05545770963187,61.808318656444776,350.2471390531871,2.612465485104808,Exit Signal,2,trend,1
CRWD,2020-02-20,2020-02-21,63.380001068115234,60.93000030517578,181.63270015000145,-3.865573874488277,-1780.001015769026,267.00015236535387,-2047.00116813438,-15.462295497953107,Stop Loss,1,trend,1
NET,2020-02-20,2020-02-24,20.299999237060547,19.809999465942383,567.0877419785891,-2.413792066669636,-1111.4914550937006,166.72371826405507,-1278.2151733577557,-9.655168266678544,Stop Loss,4,breakout,3
RIOT,2020-02-20,2020-02-24,1.4199999570846558,1.3300000429153442,8106.958505228635,-6.338022316147579,-2918.502278578989,437.7753417868483,-3356.2776203658373,-25.352089264590315,Stop Loss,4,trend,1
MARA,2020-02-20,2020-02-24,1.0399999618530273,0.9800000190734863,11069.11649208176,-5.769225478877488,-2656.5854245799173,398.4878136869876,-3055.073238266905,-23.076901915509954,Stop Loss,4,trend,1
DDOG,2020-02-20,2020-02-24,45.9900016784668,44.959999084472656,250.31268339574294,-2.239622866716274,-1031.290852828997,154.69362792434956,-1185.9844807533466,-8.958491466865096,Stop Loss,4,trend,1
AMD,2020-02-21,2020-02-24,53.279998779296875,49.119998931884766,128.50296376561903,-7.807807700304546,-2138.289238627916,320.74338579418736,-2459.0326244221033,-31.231230801218185,Stop Loss,3,trend,1
CRWD,2020-02-21,2020-02-24,60.93000030517578,58.08000183105469,112.368910524798,-4.677496241336794,-1281.004894137296,192.15073412059442,-1473.1556282578906,-18.709984965347175,Stop Loss,3,trend,1
ZS,2020-02-21,2020-02-24,54.5099983215332,51.86000061035156,125.60333816527691,-4.861489254779166,-1331.3942346190297,199.70913519285446,-1531.1033698118842,-19.445957019116666,Stop Loss,3,trend,1
MSTR,2020-02-13,2020-02-25,14.807000160217285,14.005000114440918,744.0152808606438,-5.416357378931766,-2386.801157234212,358.0201735851318,-2744.821330819344,-21.665429515727062,Stop Loss,12,trend,1
